"country","code","yr","paid_leave_max_duration_d1","paid_leave_max_duration_d2","paid_leave_max_duration_d3","paid_leave_highest_rep_rate"
"Austria","AUT",1970,46.1785714285714,46.1785714285714,0,-98
"Austria","AUT",1971,46.1785714285714,46.1785714285714,0,-98
"Austria","AUT",1972,46.1785714285714,46.1785714285714,0,-98
"Austria","AUT",1973,46.1785714285714,46.1785714285714,0,-98
"Austria","AUT",1974,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1975,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1976,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1977,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1978,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1979,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1980,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1981,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1982,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1983,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1984,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1985,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1986,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1987,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1988,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1989,44.1785714285714,44.1785714285714,0,-98
"Austria","AUT",1990,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",1991,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",1992,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",1993,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",1994,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",1995,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",1996,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",1997,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",1998,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",1999,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",2000,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",2001,96.3571428571429,96.3571428571429,0,-98
"Austria","AUT",2002,122.446428571429,122.446428571429,0,-98
"Austria","AUT",2003,122.446428571429,122.446428571429,0,-98
"Austria","AUT",2004,122.446428571429,122.446428571429,0,-98
"Austria","AUT",2005,122.446428571429,122.446428571429,0,-98
"Austria","AUT",2006,122.446428571429,122.446428571429,0,-98
"Austria","AUT",2007,122.446428571429,122.446428571429,0,-98
"Austria","AUT",2008,122.446428571429,57.2232142857143,0,-98
"Austria","AUT",2009,122.446428571429,57.2232142857143,0,-98
"Austria","AUT",2010,122.446428571429,44.1785714285714,44.1785714285714,0.8
"Austria","AUT",2011,122.446428571429,44.1785714285714,44.1785714285714,0.8
"Austria","AUT",2012,122.446428571429,44.1785714285714,44.1785714285714,0.8
"Austria","AUT",2013,122.446428571429,44.1785714285714,44.1785714285714,0.8
"Austria","AUT",2014,122.446428571429,44.1785714285714,44.1785714285714,0.8
"Austria","AUT",2015,122.446428571429,44.1785714285714,44.1785714285714,0.8
"Austria","AUT",2016,122.446428571429,44.1785714285714,44.1785714285714,0.8
"Austria","AUT",2017,113.571428571429,44.1428571428571,44.1785714285714,0.8
"Austria","AUT",2018,113.571428571429,44.1428571428571,44.1785714285714,0.8
"Austria","AUT",2019,113.571428571429,44.1428571428571,44.1785714285714,0.8
"Austria","AUT",2020,113.571428571429,44.1428571428571,44.1785714285714,0.8
"Austria","AUT",2021,113.571428571429,44.1428571428571,44.1785714285714,0.8
"Austria","AUT",2022,113.571428571429,44.1428571428571,44.1785714285714,0.8
"Austria","AUT",2023,113.571428571429,44.1428571428571,44.1785714285714,0.8
"Austria","AUT",2024,113.571428571429,44.1428571428571,44.1785714285714,0.8
"Belgium","BEL",1970,0,0,0,-98
"Belgium","BEL",1971,0,0,0,-98
"Belgium","BEL",1972,0,0,0,-98
"Belgium","BEL",1973,0,0,0,-98
"Belgium","BEL",1974,0,0,0,-98
"Belgium","BEL",1975,0,0,0,-98
"Belgium","BEL",1976,0,0,0,-98
"Belgium","BEL",1977,0,0,0,-98
"Belgium","BEL",1978,0,0,0,-98
"Belgium","BEL",1979,0,0,0,-98
"Belgium","BEL",1980,0,0,0,-98
"Belgium","BEL",1981,0,0,0,-98
"Belgium","BEL",1982,0,0,0,-98
"Belgium","BEL",1983,0,0,0,-98
"Belgium","BEL",1984,0,0,0,-98
"Belgium","BEL",1985,0,0,0,-98
"Belgium","BEL",1986,0,0,0,-98
"Belgium","BEL",1987,0,0,0,-98
"Belgium","BEL",1988,0,0,0,-98
"Belgium","BEL",1989,0,0,0,-98
"Belgium","BEL",1990,0,0,0,-98
"Belgium","BEL",1991,0,0,0,-98
"Belgium","BEL",1992,0,0,0,-98
"Belgium","BEL",1993,0,0,0,-98
"Belgium","BEL",1994,0,0,0,-98
"Belgium","BEL",1995,0,0,0,-98
"Belgium","BEL",1996,0,0,0,-98
"Belgium","BEL",1997,0,0,0,-98
"Belgium","BEL",1998,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",1999,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2000,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2001,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2002,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2003,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2004,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2005,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2006,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2007,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2008,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2009,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2010,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2011,13.0446428571429,13.0446428571429,0,-98
"Belgium","BEL",2012,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2013,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2014,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2015,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2016,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2017,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2018,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2019,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2020,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2021,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2022,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2023,17.3928571428571,17.3928571428571,0,-98
"Belgium","BEL",2024,17.3928571428571,17.3928571428571,0,-98
"Czechia","CZE",1970,0,0,0,-98
"Czechia","CZE",1971,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1972,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1973,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1974,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1975,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1976,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1977,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1978,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1979,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1980,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1981,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1982,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1983,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1984,82.3571428571429,82.3571428571429,0,-98
"Czechia","CZE",1985,30.1785714285714,30.1785714285714,0,-98
"Czechia","CZE",1986,30.1785714285714,30.1785714285714,0,-98
"Czechia","CZE",1987,30.1785714285714,30.1785714285714,0,-98
"Czechia","CZE",1988,30.1785714285714,30.1785714285714,0,-98
"Czechia","CZE",1989,30.1785714285714,30.1785714285714,0,-98
"Czechia","CZE",1990,134.535714285714,134.535714285714,0,-98
"Czechia","CZE",1991,134.535714285714,134.535714285714,0,-98
"Czechia","CZE",1992,134.535714285714,134.535714285714,0,-98
"Czechia","CZE",1993,134.535714285714,134.535714285714,0,-98
"Czechia","CZE",1994,134.535714285714,134.535714285714,0,-98
"Czechia","CZE",1995,186.714285714286,186.714285714286,0,-98
"Czechia","CZE",1996,186.714285714286,186.714285714286,0,-98
"Czechia","CZE",1997,186.714285714286,186.714285714286,0,-98
"Czechia","CZE",1998,186.714285714286,186.714285714286,0,-98
"Czechia","CZE",1999,186.714285714286,186.714285714286,0,-98
"Czechia","CZE",2000,186.714285714286,186.714285714286,0,-98
"Czechia","CZE",2001,186.714285714286,186.714285714286,0,-98
"Czechia","CZE",2002,186.714285714286,186.714285714286,0,-98
"Czechia","CZE",2003,186.714285714286,186.714285714286,0,-98
"Czechia","CZE",2004,0,0,0,-98
"Czechia","CZE",2005,0,0,0,-98
"Czechia","CZE",2006,0,0,0,-98
"Czechia","CZE",2007,0,0,0,-98
"Czechia","CZE",2008,0,0,0,-98
"Czechia","CZE",2009,0,0,0,-98
"Czechia","CZE",2010,0,0,0,-98
"Czechia","CZE",2011,0,0,0,-98
"Czechia","CZE",2012,0,0,0,-98
"Czechia","CZE",2013,0,0,0,-98
"Czechia","CZE",2014,0,0,0,-98
"Czechia","CZE",2015,0,0,0,-98
"Czechia","CZE",2016,0,0,0,-98
"Czechia","CZE",2017,0,0,0,-98
"Czechia","CZE",2018,0,0,0,-98
"Czechia","CZE",2019,0,0,0,-98
"Czechia","CZE",2020,0,0,0,-98
"Czechia","CZE",2021,0,0,0,-98
"Czechia","CZE",2022,0,0,0,-98
"Czechia","CZE",2023,0,0,0,-98
"Czechia","CZE",2024,0,0,0,-98
"Germany","DEU",1970,0,0,0,-98
"Germany","DEU",1971,0,0,0,-98
"Germany","DEU",1972,0,0,0,-98
"Germany","DEU",1973,0,0,0,-98
"Germany","DEU",1974,0,0,0,-98
"Germany","DEU",1975,0,0,0,-98
"Germany","DEU",1976,0,0,0,-98
"Germany","DEU",1977,0,0,0,-98
"Germany","DEU",1978,0,0,0,-98
"Germany","DEU",1979,17.3928571428571,0,17.3928571428571,1
"Germany","DEU",1980,17.3928571428571,0,17.3928571428571,1
"Germany","DEU",1981,17.3928571428571,0,17.3928571428571,1
"Germany","DEU",1982,17.3928571428571,0,17.3928571428571,1
"Germany","DEU",1983,17.3928571428571,0,17.3928571428571,1
"Germany","DEU",1984,17.3928571428571,0,17.3928571428571,1
"Germany","DEU",1985,17.3928571428571,0,17.3928571428571,1
"Germany","DEU",1986,35.4821428571429,35.4821428571429,0,-98
"Germany","DEU",1987,35.4821428571429,35.4821428571429,0,-98
"Germany","DEU",1988,44.1785714285714,44.1785714285714,0,-98
"Germany","DEU",1989,57.2232142857143,57.2232142857143,0,-98
"Germany","DEU",1990,70.2678571428571,70.2678571428571,0,-98
"Germany","DEU",1991,70.2678571428571,70.2678571428571,0,-98
"Germany","DEU",1992,70.2678571428571,70.2678571428571,0,-98
"Germany","DEU",1993,96.3571428571429,96.3571428571429,0,-98
"Germany","DEU",1994,96.3571428571429,96.3571428571429,0,-98
"Germany","DEU",1995,96.3571428571429,96.3571428571429,0,-98
"Germany","DEU",1996,96.3571428571429,96.3571428571429,0,-98
"Germany","DEU",1997,96.3571428571429,96.3571428571429,0,-98
"Germany","DEU",1998,96.3571428571429,96.3571428571429,0,-98
"Germany","DEU",1999,96.3571428571429,96.3571428571429,0,-98
"Germany","DEU",2000,96.3571428571429,96.3571428571429,0,-98
"Germany","DEU",2001,96.3571428571429,44.1785714285714,0,-98
"Germany","DEU",2002,96.3571428571429,44.1785714285714,0,-98
"Germany","DEU",2003,96.3571428571429,44.1785714285714,0,-98
"Germany","DEU",2004,96.3571428571429,44.1785714285714,0,-98
"Germany","DEU",2005,96.3571428571429,44.1785714285714,0,-98
"Germany","DEU",2006,96.3571428571429,44.1785714285714,0,-98
"Germany","DEU",2007,52.1785714285714,0,52.1785714285714,1
"Germany","DEU",2008,52.1785714285714,0,52.1785714285714,1
"Germany","DEU",2009,52.1785714285714,0,52.1785714285714,1
"Germany","DEU",2010,52.1785714285714,0,52.1785714285714,1
"Germany","DEU",2011,52.1785714285714,0,52.1785714285714,1
"Germany","DEU",2012,52.1785714285714,0,52.1785714285714,1
"Germany","DEU",2013,52.1785714285714,0,52.1785714285714,1
"Germany","DEU",2014,52.1785714285714,0,52.1785714285714,1
"Germany","DEU",2015,104.357142857143,0,52.1785714285714,1
"Germany","DEU",2016,104.357142857143,0,52.1785714285714,1
"Germany","DEU",2017,104.357142857143,0,52.1785714285714,1
"Germany","DEU",2018,104.357142857143,0,52.1785714285714,1
"Germany","DEU",2019,104.357142857143,0,52.1785714285714,1
"Germany","DEU",2020,104.357142857143,0,52.1785714285714,1
"Germany","DEU",2021,104.357142857143,0,52.1785714285714,1
"Germany","DEU",2022,104.357142857143,0,52.1785714285714,1
"Germany","DEU",2023,104.357142857143,0,52.1785714285714,1
"Germany","DEU",2024,104.357142857143,0,52.1785714285714,1
"Denmark","DNK",1970,0,0,0,-98
"Denmark","DNK",1971,0,0,0,-98
"Denmark","DNK",1972,0,0,0,-98
"Denmark","DNK",1973,0,0,0,-98
"Denmark","DNK",1974,0,0,0,-98
"Denmark","DNK",1975,0,0,0,-98
"Denmark","DNK",1976,0,0,0,-98
"Denmark","DNK",1977,0,0,0,-98
"Denmark","DNK",1978,0,0,0,-98
"Denmark","DNK",1979,0,0,0,-98
"Denmark","DNK",1980,0,0,0,-98
"Denmark","DNK",1981,0,0,0,-98
"Denmark","DNK",1982,0,0,0,-98
"Denmark","DNK",1983,0,0,0,-98
"Denmark","DNK",1984,6,0,6,0.9
"Denmark","DNK",1985,10,0,10,0.9
"Denmark","DNK",1986,10,0,10,0.9
"Denmark","DNK",1987,10,0,10,0.9
"Denmark","DNK",1988,10,0,10,0.9
"Denmark","DNK",1989,10,0,10,0.9
"Denmark","DNK",1990,10,0,10,1
"Denmark","DNK",1991,10,0,10,1
"Denmark","DNK",1992,10,0,10,1
"Denmark","DNK",1993,10,0,10,1
"Denmark","DNK",1994,10,0,10,1
"Denmark","DNK",1995,10,0,10,1
"Denmark","DNK",1996,10,0,10,1
"Denmark","DNK",1997,10,0,10,1
"Denmark","DNK",1998,10,0,10,1
"Denmark","DNK",1999,10,0,10,1
"Denmark","DNK",2000,10,0,10,1
"Denmark","DNK",2001,10,0,10,1
"Denmark","DNK",2002,46,0,32,1
"Denmark","DNK",2003,46,0,32,1
"Denmark","DNK",2004,46,0,32,1
"Denmark","DNK",2005,46,0,32,1
"Denmark","DNK",2006,46,0,32,1
"Denmark","DNK",2007,46,0,32,1
"Denmark","DNK",2008,46,0,32,1
"Denmark","DNK",2009,46,0,32,1
"Denmark","DNK",2010,46,0,32,1
"Denmark","DNK",2011,46,0,32,1
"Denmark","DNK",2012,46,0,32,1
"Denmark","DNK",2013,46,0,32,1
"Denmark","DNK",2014,46,0,32,1
"Denmark","DNK",2015,46,0,32,1
"Denmark","DNK",2016,46,0,32,1
"Denmark","DNK",2017,46,0,32,1
"Denmark","DNK",2018,46,0,32,1
"Denmark","DNK",2019,46,0,32,1
"Denmark","DNK",2020,46,0,32,1
"Denmark","DNK",2021,46,0,32,1
"Denmark","DNK",2022,35,0,27,1
"Denmark","DNK",2023,35,0,27,1
"Denmark","DNK",2024,35,0,27,1
"Estonia","EST",1970,0,0,0,-98
"Estonia","EST",1971,0,0,0,-98
"Estonia","EST",1972,0,0,0,-98
"Estonia","EST",1973,0,0,0,-98
"Estonia","EST",1974,0,0,0,-98
"Estonia","EST",1975,0,0,0,-98
"Estonia","EST",1976,0,0,0,-98
"Estonia","EST",1977,0,0,0,-98
"Estonia","EST",1978,0,0,0,-98
"Estonia","EST",1979,0,0,0,-98
"Estonia","EST",1980,0,0,0,-98
"Estonia","EST",1981,0,0,0,-98
"Estonia","EST",1982,52.1785714285714,52.1785714285714,0,-98
"Estonia","EST",1983,52.1785714285714,52.1785714285714,0,-98
"Estonia","EST",1984,52.1785714285714,52.1785714285714,0,-98
"Estonia","EST",1985,52.1785714285714,52.1785714285714,0,-98
"Estonia","EST",1986,52.1785714285714,52.1785714285714,0,-98
"Estonia","EST",1987,52.1785714285714,52.1785714285714,0,-98
"Estonia","EST",1988,52.1785714285714,52.1785714285714,0,-98
"Estonia","EST",1989,78.2678571428571,78.2678571428571,0,-98
"Estonia","EST",1990,78.2678571428571,78.2678571428571,0,-98
"Estonia","EST",1991,156.535714285714,156.535714285714,0,-98
"Estonia","EST",1992,156.535714285714,156.535714285714,0,-98
"Estonia","EST",1993,156.535714285714,156.535714285714,0,-98
"Estonia","EST",1994,156.535714285714,156.535714285714,0,-98
"Estonia","EST",1995,156.535714285714,156.535714285714,0,-98
"Estonia","EST",1996,156.535714285714,156.535714285714,0,-98
"Estonia","EST",1997,156.535714285714,156.535714285714,0,-98
"Estonia","EST",1998,156.535714285714,156.535714285714,0,-98
"Estonia","EST",1999,156.535714285714,156.535714285714,0,-98
"Estonia","EST",2000,156.535714285714,156.535714285714,0,-98
"Estonia","EST",2001,156.535714285714,156.535714285714,0,-98
"Estonia","EST",2002,156.535714285714,156.535714285714,0,-98
"Estonia","EST",2003,156.535714285714,156.535714285714,0,-98
"Estonia","EST",2004,156.535714285714,124.392857142857,32.1428571428571,1
"Estonia","EST",2005,156.535714285714,124.392857142857,32.1428571428571,1
"Estonia","EST",2006,156.535714285714,111.535714285714,45,1
"Estonia","EST",2007,156.535714285714,111.535714285714,45,1
"Estonia","EST",2008,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2009,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2010,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2011,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2012,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2013,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2014,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2015,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2016,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2017,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2018,156.535714285714,94.3928571428571,62.1428571428571,1
"Estonia","EST",2019,62.1428571428571,0,62.1428571428571,1
"Estonia","EST",2020,62.1428571428571,0,62.1428571428571,1
"Estonia","EST",2021,62.1428571428571,0,62.1428571428571,1
"Estonia","EST",2022,67.8571428571429,0,67.8571428571428,1
"Estonia","EST",2023,67.8571428571428,0,67.8571428571428,1
"Estonia","EST",2024,67.8571428571428,0,67.8571428571428,1
"Spain","ESP",1970,0,0,0,-98
"Spain","ESP",1971,0,0,0,-98
"Spain","ESP",1972,0,0,0,-98
"Spain","ESP",1973,0,0,0,-98
"Spain","ESP",1974,0,0,0,-98
"Spain","ESP",1975,0,0,0,-98
"Spain","ESP",1976,0,0,0,-98
"Spain","ESP",1977,0,0,0,-98
"Spain","ESP",1978,0,0,0,-98
"Spain","ESP",1979,0,0,0,-98
"Spain","ESP",1980,0,0,0,-98
"Spain","ESP",1981,0,0,0,-98
"Spain","ESP",1982,0,0,0,-98
"Spain","ESP",1983,0,0,0,-98
"Spain","ESP",1984,0,0,0,-98
"Spain","ESP",1985,0,0,0,-98
"Spain","ESP",1986,0,0,0,-98
"Spain","ESP",1987,0,0,0,-98
"Spain","ESP",1988,0,0,0,-98
"Spain","ESP",1989,0,0,0,-98
"Spain","ESP",1990,0,0,0,-98
"Spain","ESP",1991,0,0,0,-98
"Spain","ESP",1992,0,0,0,-98
"Spain","ESP",1993,0,0,0,-98
"Spain","ESP",1994,0,0,0,-98
"Spain","ESP",1995,0,0,0,-98
"Spain","ESP",1996,0,0,0,-98
"Spain","ESP",1997,0,0,0,-98
"Spain","ESP",1998,0,0,0,-98
"Spain","ESP",1999,0,0,0,-98
"Spain","ESP",2000,0,0,0,-98
"Spain","ESP",2001,0,0,0,-98
"Spain","ESP",2002,0,0,0,-98
"Spain","ESP",2003,0,0,0,-98
"Spain","ESP",2004,0,0,0,-98
"Spain","ESP",2005,0,0,0,-98
"Spain","ESP",2006,0,0,0,-98
"Spain","ESP",2007,0,0,0,-98
"Spain","ESP",2008,0,0,0,-98
